Mês,Estação,Trecho,Sentido,Trecho macro,Tipo De Pistas,Numero de Pistas,Tipo de Pavimento,Numero de Faixas,Velocidade Maxima,Tipo da Chuva,Intervencao,Vazamento,Agua?,Vegetação Baixa?,capimAlto,Arbustos,Floresta,Local,Com filhotes?,Faixa Horário da Coleta,Faixa de Quilometragem,É réptil mais atropelado?
8,Inverno,7,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),2,70,Sem Chuva,Não,não,sim,não,não,não,sim,Retorno/Acesso,não,Entre 00 e 06,Entre 50 e 75,0
8,Inverno,9,JF,Planalto,Sem divisão,2,Pavimento flexível (asfalto),8,50,Sem Chuva,Não,não,não,não,não,sim,não,Pista de rolamento,não,Entre 06 e 12,Entre 25 e 50,0
8,Inverno,8,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem Chuva,Não,não,sim,sim,não,não,não,Acostamento,não,Entre 06 e 12,Entre 25 e 50,0
8,Inverno,17,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,não,não,sim,não,Acostamento,não,Entre 00 e 06,Entre 775 e 800,0
8,Inverno,12,RJ,Planalto,Sem divisão,2,Pavimento flexível (asfalto),4,90,Sem Chuva,Não,não,sim,sim,não,não,não,Acostamento,não,Entre 00 e 06,Entre 0 e 25,0
8,Inverno,12,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,não,não,sim,não,Pista de rolamento,não,Entre 06 e 12,Entre 0 e 25,0
8,Inverno,11,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem Chuva,Não,não,sim,sim,não,não,não,Pista de rolamento,não,Entre 06 e 12,Entre 0 e 25,0
8,Inverno,15,RJ,Planalto,Desconhecido,4,Pavimento flexível (asfalto),6,110,Sem Chuva,Não,não,sim,não,sim,não,sim,Desconhecido,não,Entre 06 e 12,Entre 800 e 825,0
8,Inverno,7,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,não,não,sim,não,Acostamento,não,Entre 06 e 12,Entre 50 e 75,0
8,Inverno,7,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,não,não,sim,não,Acostamento,não,Entre 06 e 12,Entre 50 e 75,0
8,Inverno,7,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,não,não,sim,não,Acostamento,não,Entre 06 e 12,Entre 50 e 75,0
8,Inverno,15,JF,Planalto,Canteiro Divisório,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,sim,não,não,não,Acostamento,não,Entre 06 e 12,Entre 800 e 825,0
8,Inverno,13,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem Chuva,Não,não,sim,sim,não,não,não,Acostamento,não,Entre 12 e 18,Entre 0 e 25,0
8,Inverno,12,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,90,Sem Chuva,Não,não,não,sim,não,não,não,Acostamento,não,Entre 12 e 18,Entre 0 e 25,0
8,Inverno,8,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,sim,não,sim,não,Acostamento,não,Entre 12 e 18,Entre 50 e 75,0
8,Inverno,2,JF,Baixada,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),3,119,Sem Chuva,Não,não,não,sim,não,não,não,Acostamento,não,Entre 06 e 12,Entre 100 e 125,0
8,Inverno,9,JF,Planalto,Canteiro Divisório,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,sim,sim,não,não,Acostamento,não,Entre 06 e 12,Entre 25 e 50,0
8,Inverno,6,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Chuva fina,Não,não,não,não,não,sim,não,Acostamento,não,Entre 06 e 12,Entre 50 e 75,0
8,Inverno,8,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,sim,não,sim,não,Acostamento,não,Entre 06 e 12,Entre 50 e 75,0
8,Inverno,8,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,não,sim,não,não,Acostamento,não,Entre 06 e 12,Entre 50 e 75,0
8,Inverno,8,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,não,sim,não,não,Pista de rolamento,não,Entre 06 e 12,Entre 50 e 75,0
8,Inverno,8,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,não,sim,não,não,Pista de rolamento,não,Entre 06 e 12,Entre 50 e 75,0
8,Inverno,9,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,não,sim,não,não,Pista de rolamento,não,Entre 06 e 12,Entre 25 e 50,0
8,Inverno,10,JF,Planalto,Canteiro Divisório,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,sim,não,não,não,Acostamento,não,Entre 06 e 12,Entre 25 e 50,0
8,Inverno,14,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),6,70,Sem Chuva,Não,não,não,sim,não,não,não,Pista de rolamento,não,Entre 12 e 18,Entre 800 e 825,0
8,Inverno,3,RJ,Serra,Canteiro Divisório,2,Pavimento flexível (asfalto),4,50,Sem Chuva,Não,não,não,sim,não,não,não,Acostamento,não,Entre 06 e 12,Entre 75 e 100,0
8,Inverno,4,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem Chuva,Não,não,não,não,não,sim,não,Acostamento,não,Entre 06 e 12,Entre 75 e 100,0
8,Inverno,11,RJ,Planalto,Sem divisão,2,Pavimento flexível (asfalto),4,90,Sem Chuva,Não,não,sim,sim,não,não,não,Acostamento,não,Entre 00 e 06,Entre 0 e 25,0
8,Inverno,9,JF,Planalto,Sem divisão,2,Pavimento flexível (asfalto),4,90,Sem Chuva,Não,não,sim,sim,não,não,não,Pista de rolamento,não,Entre 00 e 06,Entre 25 e 50,0
8,Inverno,16,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,sim,não,sim,não,Pista de rolamento,não,Entre 12 e 18,Entre 775 e 800,0
8,Inverno,7,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,sim,não,sim,não,Pista de rolamento,não,Entre 06 e 12,Entre 50 e 75,0
8,Inverno,12,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,não,sim,não,não,Acostamento,não,Entre 06 e 12,Entre 0 e 25,0
8,Inverno,15,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,sim,não,não,não,Pista de rolamento,não,Entre 06 e 12,Entre 800 e 825,0
8,Inverno,3,RJ,Serra,Sem divisão,1,Pavimento semi-flexível,2,70,Sem Chuva,Não,não,não,não,não,sim,sim,Acostamento,não,Entre 06 e 12,Entre 75 e 100,0
8,Inverno,8,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,não,não,sim,não,Pista de rolamento,não,Entre 06 e 12,Entre 25 e 50,0
8,Inverno,9,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,sim,não,não,não,Acostamento,não,Entre 12 e 18,Entre 25 e 50,0
8,Inverno,10,JF,Planalto,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem Chuva,Não,não,sim,sim,não,não,não,Pista de rolamento,não,Entre 00 e 06,Entre 25 e 50,0
8,Inverno,3,RJ,Baixada,Sem divisão,1,Pavimento semi-flexível,2,50,Sem Chuva,Não,não,não,sim,não,não,não,Pista de rolamento,não,Entre 12 e 18,Entre 100 e 125,0
8,Inverno,9,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,não,sim,não,não,Acostamento,não,Entre 06 e 12,Entre 25 e 50,0
8,Inverno,7,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,não,sim,não,não,Acostamento,não,Entre 12 e 18,Entre 50 e 75,0
8,Inverno,8,JF,Planalto,Sem divisão,2,Pavimento flexível (asfalto),4,90,Sem Chuva,Não,não,sim,sim,não,não,não,Pista de rolamento,não,Entre 00 e 06,Entre 25 e 50,0
8,Inverno,8,JF,Planalto,Sem divisão,2,Pavimento flexível (asfalto),4,90,Sem Chuva,Não,não,sim,sim,não,não,não,Acostamento,não,Entre 00 e 06,Entre 25 e 50,0
9,Inverno,13,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,não,sim,não,não,Pista de rolamento,não,Entre 12 e 18,Entre 0 e 25,0
9,Inverno,15,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,sim,não,não,sim,Retorno/Acesso,não,Entre 06 e 12,Entre 800 e 825,0
9,Inverno,15,RJ,Planalto,Defensa Metálica,1,Pavimento flexível (asfalto),2,70,Sem Chuva,Não,não,sim,não,não,sim,não,Pista de rolamento,não,Entre 06 e 12,Entre 800 e 825,0
9,Inverno,10,JF,Planalto,Canteiro Divisório,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,não,não,sim,não,Acostamento,não,Entre 06 e 12,Entre 25 e 50,0
9,Inverno,9,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem Chuva,Não,não,sim,sim,não,não,não,Pista de rolamento,não,Entre 06 e 12,Entre 25 e 50,0
9,Inverno,13,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,não,não,sim,não,Pista de rolamento,não,Entre 06 e 12,Entre 0 e 25,0
9,Inverno,3,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Chuva fina,Não,não,não,não,sim,sim,não,Pista de rolamento,não,Entre 06 e 12,Entre 75 e 100,0
9,Inverno,3,JF,Baixada,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,80,Sem Chuva,Não,não,não,sim,não,sim,não,Acostamento,não,Entre 06 e 12,Entre 100 e 125,0
9,Inverno,12,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem Chuva,Não,não,não,sim,não,não,não,Acostamento,não,Entre 12 e 18,Entre 0 e 25,1
9,Inverno,12,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Chuva fina,Não,não,não,sim,não,não,não,Acostamento,não,Entre 12 e 18,Entre 0 e 25,0
9,Inverno,7,RJ,Planalto,Sem divisão,1,Pavimento flexível (asfalto),2,90,Sem Chuva,Não,não,sim,sim,não,não,não,Pista de rolamento,não,Entre 00 e 06,Entre 50 e 75,0
9,Inverno,17,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),6,110,Sem Chuva,Não,não,não,sim,não,não,não,Acostamento,não,Entre 12 e 18,Entre 775 e 800,0
9,Inverno,17,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),6,110,Sem Chuva,Não,não,não,sim,não,não,não,Acostamento,não,Entre 12 e 18,Entre 775 e 800,0
9,Inverno,17,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),6,110,Sem Chuva,Não,não,não,sim,não,não,não,Acostamento,não,Entre 12 e 18,Entre 775 e 800,0
9,Inverno,11,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,sim,não,não,não,Acostamento,não,Entre 12 e 18,Entre 0 e 25,0
9,Inverno,18,RJ,Planalto,Barreira rígida (New Jersey),4,Pavimento flexível (asfalto),6,110,Sem Chuva,Não,não,sim,não,não,sim,não,Pista de rolamento,não,Entre 18 e 00,Entre 750 e 775,0
9,Inverno,15,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),6,110,Sem Chuva,Não,não,sim,sim,não,não,não,Acostamento,não,Entre 06 e 12,Entre 800 e 825,0
9,Inverno,15,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),6,110,Sem Chuva,Não,não,sim,sim,não,não,não,Pista de rolamento,não,Entre 06 e 12,Entre 800 e 825,0
9,Inverno,7,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem Chuva,Não,não,sim,não,sim,sim,não,Acostamento,não,Entre 06 e 12,Entre 50 e 75,0
9,Inverno,11,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem Chuva,Não,não,não,não,não,sim,não,Pista de rolamento,não,Entre 06 e 12,Entre 0 e 25,0
9,Inverno,10,JF,Planalto,Canteiro Divisório,2,Pavimento flexível (asfalto),4,90,Sem Chuva,Não,não,não,sim,sim,não,não,Pista de rolamento,não,Entre 06 e 12,Entre 25 e 50,0
9,Inverno,18,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,não,não,sim,não,Pista de rolamento,não,Entre 06 e 12,Entre 750 e 775,0
9,Inverno,15,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,não,sim,não,não,Acostamento,não,Entre 06 e 12,Entre 800 e 825,0
9,Inverno,11,RJ,Planalto,Defensa Metálica,3,Pavimento flexível (asfalto),5,110,Sem Chuva,Não,não,sim,não,não,sim,não,Acostamento,não,Entre 12 e 18,Entre 0 e 25,0
9,Inverno,16,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,sim,não,não,não,Acostamento,não,Entre 12 e 18,Entre 775 e 800,0
9,Inverno,5,RJ,Serra,Canteiro Divisório,2,Pavimento flexível (asfalto),4,70,Sem Chuva,Não,não,não,não,não,sim,não,Acostamento,não,Entre 06 e 12,Entre 75 e 100,0
9,Inverno,7,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,sim,não,não,não,Acostamento,não,Entre 06 e 12,Entre 50 e 75,0
9,Inverno,5,RJ,Serra,Defensa Metálica,2,Pavimento flexível (asfalto),4,70,Sem Chuva,Não,não,não,não,não,não,sim,Acostamento,não,Entre 06 e 12,Entre 75 e 100,0
9,Inverno,5,JF,Serra,Defensa Metálica,2,Pavimento flexível (asfalto),4,70,Sem Chuva,Não,não,não,não,não,não,sim,Acostamento,não,Entre 06 e 12,Entre 75 e 100,0
9,Inverno,6,RJ,Planalto,Canteiro Divisório,0,Pavimento flexível (asfalto),0,70,Sem Chuva,Não,não,sim,sim,não,não,não,Acostamento,não,Entre 18 e 00,Entre 50 e 75,0
9,Inverno,17,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),6,110,Sem Chuva,Não,não,sim,não,não,sim,não,Acostamento,não,Entre 06 e 12,Entre 775 e 800,0
9,Inverno,7,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem Chuva,Não,não,sim,não,não,sim,não,Acostamento,não,Entre 06 e 12,Entre 50 e 75,0
9,Inverno,6,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem Chuva,Não,não,não,não,não,não,sim,Acostamento,não,Entre 06 e 12,Entre 50 e 75,0
9,Inverno,18,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,não,não,sim,não,Acostamento,não,Entre 00 e 06,Entre 750 e 775,0
9,Inverno,15,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),6,110,Sem Chuva,Não,não,sim,sim,não,não,não,Acostamento,não,Entre 12 e 18,Entre 800 e 825,0
9,Inverno,10,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),2,110,Sem Chuva,Não,não,sim,sim,não,não,não,Pista de rolamento,não,Entre 18 e 00,Entre 25 e 50,0
9,Inverno,14,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,não,não,não,sim,Desconhecido,não,Entre 06 e 12,Entre 800 e 825,0
9,Inverno,6,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Chuva fina,Não,não,não,não,não,sim,não,Acostamento,não,Entre 06 e 12,Entre 50 e 75,0
9,Inverno,7,RJ,Planalto,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem Chuva,Não,não,sim,sim,não,não,não,Desconhecido,não,Entre 00 e 06,Entre 50 e 75,0
9,Inverno,6,JF,Planalto,Sem divisão,1,Pavimento flexível (asfalto),2,90,Sem Chuva,Não,não,não,não,não,sim,não,Acostamento,não,Entre 06 e 12,Entre 50 e 75,0
9,Inverno,6,RJ,Planalto,Sem divisão,1,Pavimento flexível (asfalto),2,90,Sem Chuva,Não,não,sim,não,não,sim,não,Pista de rolamento,não,Entre 06 e 12,Entre 50 e 75,0
9,Inverno,9,JF,Planalto,Sem divisão,2,Pavimento flexível (asfalto),4,90,Sem Chuva,Não,não,sim,sim,não,não,não,Pista de rolamento,não,Entre 18 e 00,Entre 25 e 50,0
9,Inverno,13,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,sim,não,não,não,Pista de rolamento,não,Entre 06 e 12,Entre 825 e 850,0
9,Inverno,6,RJ,Planalto,Sem divisão,1,Pavimento flexível (asfalto),2,90,Sem Chuva,Não,não,não,não,não,sim,não,Acostamento,não,Entre 12 e 18,Entre 50 e 75,0
9,Inverno,14,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),6,110,Sem Chuva,Não,não,sim,sim,não,não,não,Acostamento,não,Entre 06 e 12,Entre 800 e 825,0
9,Inverno,13,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),6,110,Sem Chuva,Não,não,sim,sim,não,não,não,Acostamento,não,Entre 06 e 12,Entre 0 e 25,0
9,Inverno,18,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,sim,não,não,não,Pista de rolamento,não,Entre 12 e 18,Entre 775 e 800,0
9,Inverno,5,RJ,Serra,Sem divisão,1,Pavimento semi-flexível,2,70,Sem Chuva,Não,não,não,não,não,não,sim,Pista de rolamento,não,Entre 12 e 18,Entre 75 e 100,0
9,Inverno,7,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,sim,não,sim,não,Pista de rolamento,não,Entre 06 e 12,Entre 50 e 75,0
9,Inverno,5,RJ,Serra,Sem divisão,1,Pavimento semi-flexível,2,70,Sem Chuva,Não,não,não,não,não,não,sim,Acostamento,não,Entre 12 e 18,Entre 75 e 100,0
9,Inverno,13,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),6,110,Sem Chuva,Não,não,sim,sim,não,não,não,Acostamento,não,Entre 06 e 12,Entre 0 e 25,0
9,Inverno,3,JF,Baixada,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),6,90,Sem Chuva,Não,não,não,sim,não,sim,não,Acostamento,não,Entre 12 e 18,Entre 100 e 125,0
9,Inverno,12,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),6,110,Sem Chuva,Não,não,sim,sim,não,não,não,Pista de rolamento,não,Entre 06 e 12,Entre 0 e 25,0
9,Inverno,15,RJ,Planalto,Barreira rígida (New Jersey),4,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,sim,não,sim,não,Pista de rolamento,não,Entre 06 e 12,Entre 800 e 825,0
9,Inverno,5,RJ,Serra,Sem divisão,1,Pavimento semi-flexível,2,70,Sem Chuva,Não,não,não,não,não,não,sim,Acostamento,não,Entre 06 e 12,Entre 75 e 100,0
9,Inverno,9,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,sim,não,não,não,Pista de rolamento,não,Entre 00 e 06,Entre 25 e 50,0
9,Inverno,5,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,110,Sem Chuva,Não,não,não,sim,não,sim,não,Acostamento,não,Entre 06 e 12,Entre 75 e 100,0
9,Inverno,3,JF,Baixada,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),6,90,Sem Chuva,Não,não,não,sim,não,sim,não,Acostamento,não,Entre 12 e 18,Entre 100 e 125,0
9,Inverno,16,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,sim,não,sim,não,Pista de rolamento,não,Entre 06 e 12,Entre 775 e 800,0
9,Inverno,10,JF,Planalto,Sem divisão,1,Pavimento flexível (asfalto),2,90,Sem Chuva,Não,não,sim,sim,não,não,não,Pista de rolamento,não,Entre 00 e 06,Entre 25 e 50,0
9,Inverno,11,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem Chuva,Não,não,sim,sim,não,não,não,Pista de rolamento,não,Entre 06 e 12,Entre 0 e 25,0
9,Inverno,6,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,sim,não,não,não,Acostamento,não,Entre 00 e 06,Entre 50 e 75,0
9,Inverno,18,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,sim,sim,não,não,Pista de rolamento,não,Entre 06 e 12,Entre 775 e 800,0
9,Inverno,18,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,sim,sim,não,não,Acostamento,não,Entre 06 e 12,Entre 775 e 800,0
9,Inverno,7,JF,Planalto,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem Chuva,Não,não,sim,sim,não,não,não,Pista de rolamento,não,Entre 00 e 06,Entre 50 e 75,0
9,Primavera,12,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,não,sim,não,não,não,Acostamento,não,Entre 12 e 18,Entre 0 e 25,0
9,Primavera,7,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,não,não,sim,não,Acostamento,não,Entre 06 e 12,Entre 50 e 75,0
9,Primavera,8,JF,Planalto,Defensa Metálica,3,Pavimento flexível (asfalto),5,110,Sem Chuva,Não,não,não,não,não,sim,não,Acostamento,não,Entre 06 e 12,Entre 50 e 75,0
9,Primavera,7,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem Chuva,Não,não,sim,não,não,sim,não,Acostamento,não,Entre 12 e 18,Entre 50 e 75,0
9,Primavera,15,JF,Planalto,Barreira rígida (New Jersey),4,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,sim,sim,não,não,Retorno/Acesso,não,Entre 06 e 12,Entre 800 e 825,0
9,Primavera,14,RJ,Planalto,Canteiro Divisório,2,Pavimento flexível (asfalto),6,110,Sem Chuva,Não,não,sim,não,não,não,sim,Acostamento,não,Entre 06 e 12,Entre 800 e 825,0
9,Primavera,8,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem Chuva,Não,não,sim,não,não,não,sim,Acostamento,não,Entre 06 e 12,Entre 50 e 75,0
9,Primavera,15,JF,Planalto,Barreira rígida (New Jersey),4,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,sim,sim,não,não,Pista de rolamento,não,Entre 06 e 12,Entre 800 e 825,0
9,Primavera,9,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,70,Sem Chuva,Não,não,não,não,não,sim,não,Acostamento,não,Entre 06 e 12,Entre 25 e 50,0
9,Primavera,18,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Chuva fina,Não,não,sim,sim,não,não,não,Acostamento,não,Entre 06 e 12,Entre 750 e 775,0
9,Primavera,18,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,não,não,sim,não,Acostamento,não,Entre 12 e 18,Entre 775 e 800,0
9,Primavera,7,RJ,Planalto,Sem divisão,1,Pavimento flexível (asfalto),2,90,Sem Chuva,Não,não,sim,sim,não,não,não,Pista de rolamento,não,Entre 00 e 06,Entre 50 e 75,0
9,Primavera,8,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,sim,não,sim,não,Pista de rolamento,não,Entre 06 e 12,Entre 25 e 50,0
9,Primavera,10,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,70,Chuva fina,Não,não,não,não,sim,não,não,Pista de rolamento,não,Entre 06 e 12,Entre 25 e 50,0
9,Primavera,14,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Chuva fina,Não,não,sim,não,não,sim,não,Acostamento,não,Entre 06 e 12,Entre 800 e 825,0
9,Primavera,14,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),6,30,Sem Chuva,Não,não,sim,não,sim,não,não,Pista de rolamento,não,Entre 06 e 12,Entre 800 e 825,0
9,Primavera,6,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Chuva Forte,Não,não,não,não,não,não,sim,Acostamento,não,Entre 06 e 12,Entre 50 e 75,0
9,Primavera,11,RJ,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),6,110,Chuva fina,Não,não,sim,não,não,sim,não,Pista de rolamento,não,Entre 06 e 12,Entre 0 e 25,0
9,Primavera,3,RJ,Serra,Sem divisão,1,Pavimento flexível (asfalto),2,70,Chuva fina,Não,não,não,não,não,sim,não,Pista de rolamento,não,Entre 06 e 12,Entre 75 e 100,0
9,Primavera,7,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,não,não,sim,não,Acostamento,não,Entre 06 e 12,Entre 50 e 75,0
9,Primavera,5,JF,Serra,Sem divisão,1,Pavimento flexível (asfalto),3,70,Sem Chuva,Não,não,não,não,não,sim,não,Pista de rolamento,não,Entre 06 e 12,Entre 75 e 100,0
9,Primavera,7,JF,Planalto,Sem divisão,2,Pavimento flexível (asfalto),4,90,Sem Chuva,Não,não,sim,sim,não,não,não,Acostamento,não,Entre 00 e 06,Entre 50 e 75,0
9,Primavera,7,JF,Planalto,Sem divisão,1,Pavimento flexível (asfalto),2,90,Sem Chuva,Não,não,sim,sim,não,não,não,Desconhecido,não,Entre 00 e 06,Entre 50 e 75,0
9,Primavera,13,JF,Planalto,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Chuva fina,Não,não,sim,sim,não,não,não,Acostamento,não,Entre 06 e 12,Entre 0 e 25,0
9,Primavera,18,JF,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,não,não,sim,não,Pista de rolamento,não,Entre 12 e 18,Entre 750 e 775,0
9,Primavera,18,RJ,Planalto,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem Chuva,Não,não,sim,não,sim,não,não,Pista de rolamento,não,Entre 12 e 18,Entre 750 e 775,0
9,Primavera,8,RJ,Planalto,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem Chuva,Não,não,sim,sim,não,não,não,Acostamento,não,Entre 00 e 06,Entre 25 e 50,0
