Animal,Mês,Estação,Km,Trecho,Sentido,Trecho macro,Hora da Coleta,Tipo De Pistas,Numero de Pistas,Tipo de Pavimento,Numero de Faixas,Velocidade Maxima,Tipo da Chuva,Intervencao,Vazamento,Agua?,Vegetação Baixa?,capimAlto,Arbustos,Floresta,Local,Com filhotes?,Faixa de Horario,Faixa de Quilometragem
irara,10,Primavera,65,7,JF,Planalto,12:16:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,70,Sem chuva,não,não,sim,sim,não,não,não,Acostamento,não,Entre 12 e 15,Entre 50 e 75
quati,10,Primavera,63,7,RJ,Planalto,12:16:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,80,Sem chuva,não,não,sim,sim,não,sim,não,Acostamento,não,Entre 12 e 15,Entre 50 e 75
ave,10,Primavera,48,8,JF,Planalto,10:16:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,não,não,Pista,não,Entre 09 e 12,Entre 25 e 50
pomba-de-asa-branca,10,Primavera,64,7,JF,Planalto,08:50:00,Sem divisão,1,Pavimento flexível (asfalto),2,110,Sem chuva,não,não,não,não,sim,sim,não,Acostamento,não,Entre 06 e 09,Entre 50 e 75
sapo-cururu,10,Primavera,64,7,JF,Planalto,08:52:00,Sem divisão,1,Pavimento flexível (asfalto),2,110,Sem chuva,não,não,não,não,sim,sim,não,Acostamento,não,Entre 06 e 09,Entre 50 e 75
cabeçudo,10,Primavera,50,8,JF,Planalto,10:01:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,não,Desconhecido,não,Entre 09 e 12,Entre 25 e 50
morcego,10,Primavera,48,8,JF,Planalto,10:09:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 25 e 50
vira-bosta,10,Primavera,48,8,JF,Planalto,10:12:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 25 e 50
tucano-toco,10,Primavera,98,3,RJ,Serra,15:30:00,Sem divisão,1,Pavimento flexível (asfalto),2,110,Sem chuva,não,não,não,sim,não,sim,não,Acostamento,não,Entre 15 e 18,Entre 75 e 100
falsa-coral,10,Primavera,36,9,JF,Planalto,10:47:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,sim,não,não,Acostamento,não,Entre 09 e 12,Entre 25 e 50
Sapo,10,Primavera,818,14,JF,Planalto,11:49:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,não,sim,não,não,Acostamento,não,Entre 09 e 12,Entre 800 e 825
Saí-andorinha,10,Primavera,50,8,RJ,Planalto,15:54:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 15 e 18,Entre 25 e 50
Marsupial,10,Primavera,53,8,RJ,Planalto,16:08:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,não,não,não,sim,não,Acostamento,não,Entre 15 e 18,Entre 50 e 75
ouriço-cacheiro,10,Primavera,63,7,JF,Planalto,23:22:00,Sem divisão,1,Pavimento flexível (asfalto),2,90,Sem chuva,não,não,sim,sim,não,não,não,Acostamento,não,Entre 21 e 00,Entre 50 e 75
teiú,10,Primavera,51,8,JF,Planalto,10:08:00,Defensa Metálica,2,Desconhecido,4,110,Sem chuva,não,não,sim,sim,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 50 e 75
furão,10,Primavera,29,10,JF,Planalto,10:08:00,Canteiro divisório,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 25 e 50
pomba-de-asa-branca,10,Primavera,26,10,RJ,Planalto,10:50:00,Canteiro divisório,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,não,Pista,não,Entre 09 e 12,Entre 25 e 50
teiú,10,Primavera,18,11,JF,Planalto,11:04:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,não,não,sim,não,Pista,não,Entre 09 e 12,Entre 0 e 25
sabiá-barranco,10,Primavera,21,11,RJ,Planalto,15:25:00,Defensa Metálica,3,Pavimento flexível (asfalto),5,70,Sem chuva,não,não,não,sim,não,sim,não,Acostamento,não,Entre 15 e 18,Entre 0 e 25
tiziu,10,Primavera,56,7,JF,Planalto,13:45:00,Defensa Metálica,2,Pavimento flexível (asfalto),2,30,Sem chuva,não,não,sim,sim,não,não,não,Retorno/Acesso,não,Entre 12 e 15,Entre 50 e 75
capivara,10,Primavera,2,13,JF,Planalto,04:08:00,Sem divisão,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,sim,sim,não,não,não,Acostamento,não,Entre 03 e 06,Entre 0 e 25
ouriço-cacheiro,10,Primavera,95,4,RJ,Serra,09:34:00,Sem divisão,1,Pavimento semi-flexível,2,70,Sem chuva,não,não,não,não,não,não,sim,Pista,não,Entre 09 e 12,Entre 75 e 100
tamanduá-mirim,10,Primavera,818,14,JF,Planalto,01:17:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Chuva fina,não,não,não,sim,não,não,não,Pista,não,Entre 00 e 03,Entre 800 e 825
gambá-de-orelha-preta,10,Primavera,67,6,JF,Planalto,08:19:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),5,90,Sem chuva,não,não,sim,não,não,sim,não,Retorno/Acesso,não,Entre 06 e 09,Entre 50 e 75
ouriço-cacheiro,10,Primavera,784,18,JF,Planalto,07:02:00,Canteiro divisório,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,não,não,Pista,não,Entre 06 e 09,Entre 775 e 800
sagui-de-tufos-pretos,10,Primavera,774,18,JF,Planalto,11:30:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,não,Pista,não,Entre 09 e 12,Entre 750 e 775
gambá-de-orelha-preta,10,Primavera,66,6,JF,Planalto,08:38:00,Canteiro divisório,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,não,não,sim,não,Pista,não,Entre 06 e 09,Entre 50 e 75
pula-pula,10,Primavera,47,8,JF,Planalto,09:34:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 25 e 50
bem-te-vi,10,Primavera,11,12,JF,Planalto,13:32:00,Defensa Metálica,2,Pavimento flexível (asfalto),6,110,Sem chuva,não,não,sim,não,sim,não,não,Acostamento,não,Entre 12 e 15,Entre 0 e 25
coruja-orelhuda,10,Primavera,10,12,RJ,Planalto,06:50:00,Defensa Metálica,2,Pavimento flexível (asfalto),6,110,Sem chuva,não,não,sim,não,sim,não,não,Acostamento,não,Entre 06 e 09,Entre 0 e 25
periquito-rico,10,Primavera,77,5,JF,Serra,08:26:00,Sem divisão,1,Pavimento flexível (asfalto),2,90,Sem chuva,não,não,não,não,não,não,sim,Acostamento,não,Entre 06 e 09,Entre 75 e 100
ave,10,Primavera,3,13,JF,Planalto,10:25:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 0 e 25
ouriço-cacheiro,10,Primavera,28,10,RJ,Planalto,14:32:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,não,sim,não,sim,não,Acostamento,não,Entre 12 e 15,Entre 25 e 50
tapeti,10,Primavera,42,9,RJ,Planalto,14:45:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,não,não,não,sim,não,Pista,não,Entre 12 e 15,Entre 25 e 50
maria-cavaleira,10,Primavera,45,9,RJ,Planalto,15:04:00,Sem divisão,2,Pavimento flexível (asfalto),8,30,Sem chuva,não,não,não,sim,não,sim,não,Pista,não,Entre 15 e 18,Entre 25 e 50
siriema,10,Primavera,799,16,JF,Planalto,15:30:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,não,sim,não,não,não,Acostamento,não,Entre 15 e 18,Entre 775 e 800
ouriço-cacheiro,10,Primavera,54,8,RJ,Planalto,09:45:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 50 e 75
capivara,10,Primavera,62,7,JF,Planalto,23:39:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,sim,sim,não,não,não,Acostamento,não,Entre 21 e 00,Entre 50 e 75
mamífero,10,Primavera,77,5,JF,Serra,08:15:00,Sem divisão,1,Pavimento flexível (asfalto),2,90,Sem chuva,não,não,não,não,não,sim,não,Acostamento,não,Entre 06 e 09,Entre 75 e 100
suiriri-cavaleiro,10,Primavera,60,7,JF,Planalto,09:24:00,Defensa Metálica,3,Desconhecido,5,90,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 50 e 75
maritaca,10,Primavera,7,12,JF,Planalto,10:25:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,sim,não,Pista,não,Entre 09 e 12,Entre 0 e 25
gambá-de-orelha-preta,10,Primavera,6,12,JF,Planalto,10:30:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 0 e 25
gambá-de-orelha-preta,10,Primavera,27,10,RJ,Planalto,14:57:00,Canteiro divisório,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Acostamento,não,Entre 12 e 15,Entre 25 e 50
canário,10,Primavera,60,7,RJ,Planalto,15:30:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 15 e 18,Entre 50 e 75
sanhaçu-cinzento,10,Primavera,62,7,RJ,Planalto,15:39:00,Defensa Metálica,3,Pavimento flexível (asfalto),5,110,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 15 e 18,Entre 50 e 75
gambá-de-orelha-preta,10,Primavera,63,7,RJ,Planalto,15:45:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 15 e 18,Entre 50 e 75
gambá-de-orelha-preta,10,Primavera,67,6,JF,Planalto,05:44:00,Sem divisão,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,sim,sim,não,não,não,Pista,não,Entre 03 e 06,Entre 50 e 75
alma-de-gato,10,Primavera,71,6,JF,Planalto,09:22:00,Sem divisão,1,Pavimento flexível (asfalto),2,110,Sem chuva,não,não,não,não,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 50 e 75
bem-te-vi,10,Primavera,12,12,JF,Planalto,11:02:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Pista,não,Entre 09 e 12,Entre 0 e 25
gambá-de-orelha-preta,10,Primavera,62,7,JF,Planalto,23:13:00,Sem divisão,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,sim,sim,não,não,não,Pista,não,Entre 21 e 00,Entre 50 e 75
ouriço-cacheiro,10,Primavera,803,16,RJ,Planalto,14:35:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,não,não,sim,não,Acostamento,não,Entre 12 e 15,Entre 800 e 825
saíra-lagarta,10,Primavera,84,5,RJ,Serra,09:00:00,Sem divisão,1,Pavimento semi-flexível,2,70,Sem chuva,não,não,não,não,não,não,sim,Acostamento,não,Entre 09 e 12,Entre 75 e 100
cascavel,10,Primavera,5,13,RJ,Planalto,15:06:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,não,não,sim,não,Pista,não,Entre 15 e 18,Entre 0 e 25
urubu-preto,10,Primavera,16,11,RJ,Planalto,15:16:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Acostamento,não,Entre 15 e 18,Entre 0 e 25
gambá-de-orelha-preta,10,Primavera,52,8,JF,Planalto,05:37:00,Sem divisão,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,sim,sim,não,não,não,Acostamento,não,Entre 03 e 06,Entre 50 e 75
alma-de-gato,10,Primavera,57,7,RJ,Planalto,08:56:00,Defensa Metálica,2,Pavimento flexível (asfalto),6,110,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 06 e 09,Entre 50 e 75
araçari-de-bico-branco,10,Primavera,794,17,JF,Planalto,12:40:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 12 e 15,Entre 775 e 800
gambá-de-orelha-preta,10,Primavera,58,7,RJ,Planalto,04:03:00,Sem divisão,2,Pavimento flexível (asfalto),4,50,Sem chuva,não,não,sim,sim,não,não,não,Pista,não,Entre 03 e 06,Entre 50 e 75
gambá-de-orelha-preta,10,Primavera,75,6,JF,Serra,09:19:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,não,não,não,sim,Acostamento,não,Entre 09 e 12,Entre 50 e 75
tatu-galinha,10,Primavera,68,6,JF,Planalto,09:32:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,não,não,sim,sim,Pista,não,Entre 09 e 12,Entre 50 e 75
murucutu,10,Primavera,77,5,JF,Serra,09:12:00,Sem divisão,1,Pavimento flexível (asfalto),2,110,Sem chuva,não,não,não,não,não,não,sim,Acostamento,não,Entre 09 e 12,Entre 75 e 100
ave,10,Primavera,58,7,JF,Planalto,10:08:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 50 e 75
ouriço-cacheiro,10,Primavera,31,10,JF,Planalto,11:04:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 25 e 50
capivara,10,Primavera,36,9,RJ,Planalto,15:33:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 15 e 18,Entre 25 e 50
joão-pálido,10,Primavera,60,7,RJ,Planalto,15:54:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 15 e 18,Entre 50 e 75
caninana,10,Primavera,84,5,JF,Serra,15:20:00,Sem divisão,1,Pavimento rígido,2,70,Sem chuva,não,não,não,não,não,não,sim,Pista,não,Entre 15 e 18,Entre 75 e 100
capivara,10,Primavera,822,14,RJ,Planalto,06:40:00,Defensa Metálica,2,Pavimento flexível (asfalto),6,110,Sem chuva,não,não,sim,sim,não,não,não,Acostamento,não,Entre 06 e 09,Entre 800 e 825
teiú,10,Primavera,19,11,JF,Planalto,08:36:00,Barreira rígida (New Jersey),4,Pavimento flexível (asfalto),2,110,Sem chuva,não,não,sim,sim,não,não,não,Acostamento,não,Entre 06 e 09,Entre 0 e 25
maritaca,10,Primavera,67,6,RJ,Planalto,10:10:00,Desconhecido,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,sim,sim,não,não,não,Pista,não,Entre 09 e 12,Entre 50 e 75
ouriço-cacheiro,10,Primavera,88,4,RJ,Serra,15:17:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,não,não,não,sim,Pista,não,Entre 15 e 18,Entre 75 e 100
jacú,10,Primavera,818,14,JF,Planalto,11:00:00,Defensa Metálica,2,Pavimento flexível (asfalto),6,110,Sem chuva,não,não,sim,não,não,não,sim,Acostamento,não,Entre 09 e 12,Entre 800 e 825
anu-preto,10,Primavera,3,13,RJ,Planalto,11:32:00,Defensa Metálica,2,Pavimento flexível (asfalto),6,110,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 0 e 25
morcego,10,Primavera,3,13,RJ,Planalto,11:39:00,Defensa Metálica,2,Pavimento flexível (asfalto),6,110,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 0 e 25
gambá-de-orelha-preta,10,Primavera,7,12,JF,Planalto,05:21:00,Sem divisão,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,sim,sim,não,não,não,Canteiro,não,Entre 03 e 06,Entre 0 e 25
rolinha-caldo-de-feijão,10,Primavera,816,14,JF,Planalto,09:45:00,Sem divisão,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,não,não,Desconhecido,não,Entre 09 e 12,Entre 800 e 825
teiú,10,Primavera,74,6,JF,Serra,13:56:00,Sem divisão,1,Pavimento flexível (asfalto),2,70,Sem chuva,não,não,não,não,não,sim,não,Pista,não,Entre 12 e 15,Entre 50 e 75
alma-de-gato,10,Primavera,73,6,JF,Serra,14:06:00,Sem divisão,1,Pavimento flexível (asfalto),2,90,Sem chuva,não,não,não,não,não,sim,sim,Acostamento,não,Entre 12 e 15,Entre 50 e 75
corruíra,10,Primavera,46,8,JF,Planalto,15:11:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 15 e 18,Entre 25 e 50
pomba-de-asa-branca,10,Primavera,46,8,RJ,Planalto,15:36:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 15 e 18,Entre 25 e 50
sabiá-laranjeira,10,Primavera,46,8,RJ,Planalto,15:45:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,70,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 15 e 18,Entre 25 e 50
sabiá-laranjeira,10,Primavera,50,8,RJ,Planalto,15:55:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 15 e 18,Entre 25 e 50
suindara,10,Primavera,814,15,JF,Planalto,02:58:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,sim,não,Acostamento,não,Entre 00 e 03,Entre 800 e 825
capivara,10,Primavera,49,8,JF,Planalto,23:45:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),2,90,Sem chuva,não,não,sim,não,sim,não,não,Acostamento,não,Entre 21 e 00,Entre 25 e 50
ouriço-cacheiro,10,Primavera,86,4,RJ,Serra,12:16:00,Sem divisão,1,Pavimento semi-flexível,2,70,Sem chuva,não,não,não,não,não,não,sim,Pista,não,Entre 12 e 15,Entre 75 e 100
calango,10,Primavera,782,18,RJ,Planalto,11:32:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 775 e 800
ouriço-cacheiro,10,Primavera,71,6,JF,Planalto,08:05:00,Sem divisão,1,Pavimento flexível (asfalto),2,90,Sem chuva,não,não,não,não,não,não,sim,Pista,não,Entre 06 e 09,Entre 50 e 75
gambá-de-orelha-preta,10,Primavera,31,10,JF,Planalto,09:19:00,Barreira rígida (New Jersey),1,Pavimento flexível (asfalto),2,90,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 25 e 50
pomba-de-asa-branca,10,Primavera,28,10,JF,Planalto,09:25:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,não,não,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 25 e 50
ararinha,10,Primavera,10,12,JF,Planalto,09:42:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Pista,não,Entre 09 e 12,Entre 0 e 25
tesourinha,10,Primavera,783,18,RJ,Planalto,11:47:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,sim,não,não,Acostamento,não,Entre 09 e 12,Entre 775 e 800
tesourinha,10,Primavera,782,18,RJ,Planalto,11:22:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 775 e 800
corruíra,10,Primavera,828,13,RJ,Planalto,14:50:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,sim,não,não,Acostamento,não,Entre 12 e 15,Entre 825 e 850
cobra-de-vidro,10,Primavera,49,8,RJ,Planalto,15:27:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 15 e 18,Entre 25 e 50
pomba-de-asa-branca,10,Primavera,47,8,RJ,Planalto,10:38:00,Defensa Metálica,2,Pavimento flexível (asfalto),6,110,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 25 e 50
gambá-de-orelha-preta,10,Primavera,42,9,RJ,Planalto,07:58:00,Defensa Metálica,2,Pavimento flexível (asfalto),6,110,Sem chuva,não,não,sim,não,não,sim,não,Pista,não,Entre 06 e 09,Entre 25 e 50
sapo,10,Primavera,56,7,JF,Planalto,09:54:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 50 e 75
bem-te-vi,10,Primavera,3,13,RJ,Planalto,11:29:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,sim,não,Pista,não,Entre 09 e 12,Entre 0 e 25
capivara,10,Primavera,49,8,JF,Planalto,10:42:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 25 e 50
cachorro-do-mato,10,Primavera,26,10,RJ,Planalto,05:41:00,Sem divisão,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,sim,sim,não,não,não,Acostamento,não,Entre 03 e 06,Entre 25 e 50
capivara,10,Primavera,806,15,JF,Planalto,08:36:00,Defensa Metálica,4,Pavimento flexível (asfalto),2,110,Sem chuva,não,não,sim,sim,não,não,não,Refúgio,não,Entre 06 e 09,Entre 800 e 825
tapeti,10,Primavera,64,7,JF,Planalto,03:02:00,Sem divisão,2,Pavimento flexível (asfalto),4,90,Sem chuva,não,não,sim,sim,não,não,não,Desconhecido,não,Entre 03 e 06,Entre 50 e 75
capivara,10,Primavera,49,8,JF,Planalto,10:42:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 25 e 50
capivara,10,Primavera,49,8,JF,Planalto,10:42:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 25 e 50
bem-te-vi,10,Primavera,60,7,RJ,Planalto,11:43:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 09 e 12,Entre 50 e 75
sapo-cururu,10,Primavera,85,5,RJ,Serra,08:37:00,Sem divisão,1,Pavimento semi-flexível,2,70,Sem chuva,não,não,não,não,não,não,sim,Acostamento,não,Entre 06 e 09,Entre 75 e 100
tiê-galo,10,Primavera,91,4,RJ,Serra,08:58:00,Sem divisão,1,Pavimento semi-flexível,2,70,Sem chuva,não,não,não,não,não,não,sim,Acostamento,não,Entre 06 e 09,Entre 75 e 100
morcego,10,Primavera,106,2,JF,Baixada,09:54:00,Defensa Metálica,3,Pavimento flexível (asfalto),6,110,Sem chuva,não,não,não,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 100 e 125
ouriço-cacheiro,10,Primavera,86,4,RJ,Serra,08:43:00,Sem divisão,1,Pavimento semi-flexível,2,70,Sem chuva,não,não,não,não,não,não,sim,Pista,não,Entre 06 e 09,Entre 75 e 100
ouriço-cacheiro,10,Primavera,79,5,JF,Serra,11:13:00,Barreira rígida (New Jersey),1,Pavimento flexível (asfalto),2,110,Sem chuva,não,não,não,não,não,não,sim,Pista,não,Entre 09 e 12,Entre 75 e 100
gambá-de-orelha-preta,10,Primavera,72,6,JF,Serra,11:24:00,Sem divisão,1,Pavimento flexível (asfalto),2,110,Sem chuva,não,não,não,não,não,não,sim,Pista,não,Entre 09 e 12,Entre 50 e 75
gambá-de-orelha-preta,10,Primavera,25,11,RJ,Planalto,07:54:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,não,Acostamento,não,Entre 06 e 09,Entre 0 e 25
Andorinha doméstica grande,11,Primavera,0,13,RJ,Planalto,09:25:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,sim,Desconhecido,não,Entre 09 e 12,Entre 0 e 25
ouriço-cacheiro,11,Primavera,800,16,RJ,Planalto,09:41:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,não,não,sim,não,Pista,não,Entre 09 e 12,Entre 775 e 800
gambá-de-orelha-preta,11,Primavera,823,14,JF,Planalto,03:08:00,Sem divisão,1,Pavimento flexível (asfalto),2,90,Sem chuva,não,não,sim,sim,não,não,não,Pista,não,Entre 03 e 06,Entre 800 e 825
gambá-de-orelha-preta,11,Primavera,42,9,RJ,Planalto,04:24:00,Sem divisão,1,Pavimento flexível (asfalto),2,90,Sem chuva,não,não,sim,sim,não,não,não,Desconhecido,não,Entre 03 e 06,Entre 25 e 50
urubu-preto,11,Primavera,774,18,RJ,Planalto,04:55:00,Barreira rígida (New Jersey),2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,sim,não,Acostamento,não,Entre 03 e 06,Entre 750 e 775
arredio,11,Primavera,782,18,RJ,Planalto,05:28:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,sim,não,Acostamento,não,Entre 03 e 06,Entre 775 e 800
pomba-de-asa-branca,11,Primavera,19,11,RJ,Planalto,05:41:00,Sem divisão,1,Pavimento flexível (asfalto),2,90,Sem chuva,não,não,sim,sim,não,não,não,Pista,não,Entre 03 e 06,Entre 0 e 25
gambá-de-orelha-preta,11,Primavera,95,4,RJ,Serra,07:23:00,Sem divisão,1,Pavimento rígido,2,70,Sem chuva,não,não,sim,não,não,sim,sim,Acostamento,não,Entre 06 e 09,Entre 75 e 100
cascavel,11,Primavera,3,13,RJ,Planalto,10:58:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,sim,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 0 e 25
suiriri,11,Primavera,26,10,RJ,Planalto,11:28:00,Defensa Metálica,2,Pavimento flexível (asfalto),4,110,Sem chuva,não,não,não,sim,não,não,não,Acostamento,não,Entre 09 e 12,Entre 25 e 50
gambá-de-orelha-preta,11,Primavera,50,8,RJ,Planalto,00:15:00,Sem divisão,1,Pavimento flexível (asfalto),1,90,Sem chuva,não,não,sim,sim,não,não,não,Acostamento,não,Entre 00 e 03,Entre 25 e 50
